# Title: Galaxy Shape Parameters and Properties
# Authors: Blake Keith
# Table: Galaxy Simulation Data
#
# Column information:
# 1. SimName (char): Simulation name
# 2. HaloID (int): Halo identification number
# 3. HaloType (char): Halo type ('o' for central, 'v' for satellite)
# 4. B_s (float): Axis ratio B/A for stellar matter [unitless]
# 5. C_s (float): Axis ratio C/A for stellar matter [unitless]
# 6. T_s (float): Triaxiality parameter for stellar matter [unitless]
# 7. B_d (float): Axis ratio B/A for dark matter [unitless]
# 8. C_d (float): Axis ratio C/A for dark matter [unitless]
# 9. T_d (float): Triaxiality parameter for dark matter [unitless]
# 10. StellarMass (float): Log10 of stellar mass [log(Msun)]
# 11. HaloMass (float): Virial mass of the halo [Msun]
# 12. Reff (float): Effective radius [kpc]
# 13. ReffMulti (int): The multiplier at which measurements are taken
# 14. Jz_Jcirc (float): Ratio of z-component of angular momentum to circular angular momentum, averaged over all particles in the halo [unitless]
# 15. TDyn (float): Dynamical time at virial radius [Gyr]
r614	1	o	0.834336	0.204110	0.317093	0.978398	0.825125	0.133904	8.631780	5.043218e+10	4.086757	1	0.289531	0.193926
r615	1	o	0.549382	0.310356	0.772597	0.510630	0.430696	0.907619	9.473264	1.531747e+11	2.001125	1	-3759.542684	0.038128
r618	1	o	0.507244	0.437842	0.918853	0.683232	0.597815	0.829722	8.643100	4.786908e+10	0.993730	1	0.013659	0.023867
r634	1	o	0.964181	0.257056	0.075333	0.962786	0.590151	0.112076	8.647903	4.810429e+10	3.276202	1	0.212231	0.142523
r642	1	o	0.905001	0.253123	0.193363	0.931165	0.624189	0.217783	8.694107	4.928859e+10	3.117887	1	0.289138	0.130719
r656	1	o	0.857524	0.248358	0.282050	0.941452	0.619799	0.184571	8.761295	4.800459e+10	2.418251	1	0.405333	0.090476
r716	1	o	0.494659	0.375005	0.878913	0.656582	0.524408	0.784693	8.141306	3.410447e+10	0.832783	1	-0.001660	0.021693
r718	1	o	0.667607	0.264746	0.596080	0.869682	0.567763	0.359560	8.241918	3.656448e+10	2.862137	1	0.131933	0.133483
r753	1	o	0.743109	0.427506	0.547929	0.842282	0.541951	0.411392	8.033025	2.824805e+10	1.245955	1	0.018828	0.043619
r761	1	o	0.604111	0.291254	0.693913	0.819725	0.559127	0.477251	8.131675	3.492654e+10	2.255499	1	0.087827	0.095545
r850	1	o	0.660346	0.563747	0.826667	0.755959	0.638676	0.723748	7.999876	2.800540e+10	0.854103	1	0.001117	0.024864
r852	1	o	0.605166	0.462346	0.806086	0.784463	0.618581	0.623006	8.050318	3.118053e+10	0.808509	1	0.001438	0.021702
r886	1	o	0.732013	0.277232	0.502801	0.932254	0.686021	0.247278	8.589570	4.023072e+10	1.786145	1	0.164886	0.062736
r916	1	o	0.567162	0.320960	0.756230	0.799375	0.603258	0.567538	8.074261	2.648652e+10	1.054462	1	0.102042	0.035072
r918	1	o	0.698859	0.319759	0.569863	0.840658	0.533206	0.409805	8.674523	5.655482e+10	2.534863	1	0.315449	0.089458
r977	1	o	0.941426	0.359535	0.130598	0.944148	0.530087	0.151021	7.950685	2.539614e+10	1.774949	1	0.197889	0.078220
