# Title: Galaxy Shape Parameters and Properties
# Authors: [Your Name]
# Table: Galaxy Simulation Data
# Description: This table contains shape parameters and properties of galaxies from cosmological simulations.
#
# Column information:
# 1. SimName (char): Simulation name
# 2. HaloID (int): Halo identification number
# 3. HaloType (char): Halo type ('o' for central, 'v' for satellite)
# 4. B_s (float): Axis ratio B/A for stellar matter [unitless]
# 5. C_s (float): Axis ratio C/A for stellar matter [unitless]
# 6. T_s (float): Triaxiality parameter for stellar matter [unitless]
# 7. B_d (float): Axis ratio B/A for dark matter [unitless]
# 8. C_d (float): Axis ratio C/A for dark matter [unitless]
# 9. T_d (float): Triaxiality parameter for dark matter [unitless]
# 10. StellarMass (float): Log10 of stellar mass [log(Msun)]
# 11. HaloMass (float): Virial mass of the halo [Msun]
# 12. Reff (float): Effective radius [kpc]
# 13. ReffMulti (int): The multiplier at which measurements are taken
# 14. Jz_Jcirc (float): Ratio of z-component of angular momentum to circular angular momentum, averaged over all particles in the halo [unitless]
# 15. TDyn (float): Dynamical time at virial radius [Gyr]
# 16. AbsAngle (float): Absolute angle between dark matter and stellar matter [degrees]
# 17. AxisA_Angle (float): Angle difference for axis A [degrees]
# 18. AxisB_Angle (float): Angle difference for axis B [degrees]
# 19. AxisC_Angle (float): Angle difference for axis C [degrees]
r614	1	o	0.792429	0.211385	0.389459	0.970496	0.822541	0.179757	8.631780	5.043218e+10	8.173513	2	0.289531	0.548505	3.429869	26.455098	27.037570	7.323416
r615	1	o	0.619344	0.357919	0.706981	0.601565	0.484109	0.833447	9.473264	1.531747e+11	4.002251	2	-3759.542684	0.107841	40.936405	5.983286	41.286038	41.061756
r618	1	o	0.488605	0.427909	0.931902	0.591256	0.525291	0.898278	8.643100	4.786908e+10	1.987459	2	0.013659	0.067506	6.165023	4.891286	5.662533	4.472529
r634	1	o	0.683450	0.179147	0.550565	0.900847	0.584905	0.286486	8.647903	4.810429e+10	6.552405	2	0.212231	0.403116	nan	nan	nan	nan
r642	1	o	0.852682	0.210017	0.285526	0.954869	0.564147	0.129413	8.694107	4.928859e+10	6.235775	2	0.289138	0.369729	44.346558	44.345852	44.338110	0.856283
r656	1	o	0.925792	0.210255	0.149519	0.933136	0.606708	0.204552	8.761295	4.800459e+10	4.836502	2	0.405333	0.255904	1.930813	66.694193	66.707122	2.468940
r716	1	o	0.534853	0.390501	0.842388	0.616511	0.487040	0.812691	8.141306	3.410447e+10	1.665567	2	-0.001660	0.061356	4.935142	3.870708	3.081988	4.921686
r718	1	o	0.907401	0.298684	0.193923	0.952774	0.604553	0.145343	8.241918	3.656448e+10	5.724274	2	0.131933	0.377548	45.825886	45.848572	45.858913	2.140223
r753	1	o	0.842294	0.437869	0.359460	0.865805	0.481353	0.325891	8.033025	2.824805e+10	2.491910	2	0.018828	0.123375	nan	nan	nan	nan
r761	1	o	0.744849	0.239276	0.472237	0.878369	0.629488	0.378417	8.131675	3.492654e+10	4.510997	2	0.087827	0.270242	12.644551	11.715675	12.559781	4.959038
r850	1	o	0.487108	0.418384	0.924567	0.581165	0.492076	0.873836	7.999876	2.800540e+10	1.708206	2	0.001117	0.070325	19.128990	0.265889	19.127538	19.128559
r852	1	o	0.653241	0.461773	0.728648	0.694481	0.506985	0.696797	8.050318	3.118053e+10	1.617017	2	0.001438	0.061383	8.846309	5.912921	8.840618	6.581648
r886	1	o	0.738245	0.297179	0.499070	0.959848	0.667322	0.141867	8.589570	4.023072e+10	3.572290	2	0.164886	0.177444	37.933259	37.639864	37.870628	5.002488
r916	1	o	0.696579	0.354644	0.588837	0.811374	0.592507	0.526512	8.074261	2.648652e+10	2.108925	2	0.102042	0.099197	4.529481	4.529405	2.738340	3.607413
r918	1	o	0.867981	0.422721	0.300265	0.951478	0.561864	0.138373	8.674523	5.655482e+10	5.069726	2	0.315449	0.253025	0.473942	11.166537	11.359573	2.184080
r977	1	o	0.913816	0.285516	0.179580	0.967445	0.514797	0.087146	7.950685	2.539614e+10	3.549899	2	0.197889	0.221239	64.452785	64.458703	64.483778	1.953695
